Date,League,Team 1,Score,Team 2,League Name
09.08. 20:45,ENG LC,MK Dons,1:0,Sutton United,England - EFL Cup
09.08. 20:45,ENG LC,FC Morecambe,0:0,Stoke City,England - EFL Cup
09.08. 20:45,ENG LC,Oxford United,2:2,Swansea City,England - EFL Cup
09.08. 20:45,ENG LC,FC Walsall,2:0,Swindon Town,England - EFL Cup
09.08. 20:45,ENG LC,Crawley Town,1:0,Bristol Rovers,England - EFL Cup
09.08. 20:45,ENG LC,Fleetwood Town,1:0,Wigan Athletic,England - EFL Cup
09.08. 20:45,ENG LC,Cardiff City,0:3,FC Portsmouth,England - EFL Cup
09.08. 20:45,ENG LC,Charlton Athletic,1:1,Queens Park R.,England - EFL Cup
09.08. 20:45,ENG LC,Luton Town,2:3,Newport County,England - EFL Cup
09.08. 20:45,ENG LC,Doncaster Rovers,0:3,Lincoln City,England - EFL Cup
09.08. 21:00,ENG LC,FC Reading,1:2,FC Stevenage,England - EFL Cup
09.08. 21:00,EL,Shkupi Skopje MKD,1:2,Shamrock IRL,UEFA Europa League
10.08. 02:30,COPA L,Flamengo RJ BRA,1:0,Corinthians SP BRA,Copa Libertadores
10.08. 12:00,JPN LC,Yokohama F Marinos,1:2,Sanfr. Hiroshima,Japan Nabisco Cup
10.08. 12:00,JPN LC,Kawasaki Frontale,2:2,Cerezo Osaka,Japan Nabisco Cup
10.08. 12:00,JPN LC,Avispa Fukuoka,1:0,Vissel Kobe,Japan Nabisco Cup
10.08. 12:30,JPN LC,Urawa RD,3:0,Nagoya Grampus,Japan Nabisco Cup
10.08. 18:00,POL 2,Podbeskidzie Biala,0:1,Skra Czestochowa,Polen I Liga
10.08. 18:00,POL 2,Zaglebie Sosnowiec,1:0,GKS Tychy 71,Polen I Liga
10.08. 18:00,POL 2,Resovia Rzeszow,1:3,Arka Gdynia 1929,Polen I Liga
10.08. 18:00,CON LG,Vit. Guimaraes POR,1:0,Hajduk Split CRO,UEFA Europa Conference League
10.08. 18:00,CON LG,Vitoria Guimaraes,1:1,HNK Hajduk Split+1,UEFA Europa Conference League
10.08. 18:00,NOR CUP,FK Jerv,2:2,Odds BK,Norwegen Cup
10.08. 19:00,SUI SL,FC Luzern,1:1,Grasshoppers,Schweiz Super League
10.08. 19:00,GER 3,Dynamo Dresden,2:0,SC Verl,Deutschland 3. Liga
10.08. 19:00,GER 3,Dynamo Dresden,2:1,SC Verl+1,Deutschland 3. Liga
10.08. 19:00,GER 3,W. Mannheim,1:0,Erzgebirge Aue,Deutschland 3. Liga
10.08. 19:00,GER 3,VfL Osnabrück,0:1,FC Ingolstadt,Deutschland 3. Liga
10.08. 19:00,GER 3,Wehen Wiesbaden,4:1,SpVgg Bayreuth,Deutschland 3. Liga
10.08. 19:00,GER 3,FC Saarbrücken,1:0,Bor. Dortmund II,Deutschland 3. Liga
10.08. 20:45,ENG LC,Middlesbrough,0:1,FC Barnsley,England - EFL Cup
10.08. 20:45,ENG LC,Coventry City*,1:4,Bristol City,England - EFL Cup
10.08. 20:45,ENG LC,Sheffield Wednes.,2:0,AFC Sunderland,England - EFL Cup
10.08. 20:45,ENG LC,Blackburn Rovers,4:0,Hartlepool United,England - EFL Cup
10.08. 20:45,ENG LC,Port Vale FC,1:2,Rotherham United,England - EFL Cup
10.08. 20:45,ENG LC,Plymouth Argyle,0:2,Peterborough Utd.,England - EFL Cup
10.08. 21:00,UEFA SC,Real Madrid ESP*,2:0,E. Frankfurt GER,UEFA Super Cup
10.08. 21:00,UEFA SC,Real Madrid,2:1,Eintr. Frankfurt+1,UEFA Super Cup
10.08. 21:00,UEFA SC,Real Madrid,2:2,Eintr. Frankfurt+2,UEFA Super Cup
11.08. 00:15,COPA S,Ceara SC CE BRA,2:1,Sao Paulo SP BRA,Copa Sudamericana
11.08. 02:30,COPA L,CA Talleres ARG,0:1,Velez Sarsf. ARG,Copa Libertadores
11.08. 02:30,COPA L,SE Palmeiras S BRA,0:0,Atletico MG BRA,Copa Libertadores
11.08. 15:30,CON LG,FC Kyzylzhar S KAZ,0:0,APOEL Nikosia CYP,UEFA Europa Conference League
11.08. 16:00,CON LG,Tobol Kostanay KAZ,1:1,Zrinjs. Mostar BIH,UEFA Europa Conference League
11.08. 18:00,CON LG,Rakow Czestoch POL,1:0,Spartak Trnava SVK,UEFA Europa Conference League
11.08. 18:00,EL,HJK Helsinki FIN,1:0,NK Maribor SLO,UEFA Europa League
11.08. 19:00,EL,1. FC Slovacko CZE,1:1,Fenerbahce TUR,UEFA Europa League
11.08. 19:00,EL,FC Zürich SUI,3:0,FC Linfield NIR,UEFA Europa League
11.08. 19:00,CON LG,Konyaspor TUR,2:4,FC Vaduz LIE,UEFA Europa Conference League
11.08. 19:00,CON LG,Twente Ensch. NED,4:1,Cukaricki Belg SRB,UEFA Europa Conference League
11.08. 19:00,CON LG,CFR 1907 Cluj ROU,1:0,Sh. Soligorsk BLR,UEFA Europa Conference League
11.08. 19:00,CON LG,Djurgardens IF SWE,3:1,Sf.Gheorghe ROU,UEFA Europa Conference League
11.08. 19:15,CON LG,FC Basel SUI,2:1,Bröndby IF DEN,UEFA Europa Conference League
11.08. 19:15,CON LG,FC Basel,2:2,Bröndby IF+1,UEFA Europa Conference League
11.08. 19:15,CON LG,H. Beer Sheva ISR,3:1,FC Lugano SUI,UEFA Europa Conference League
11.08. 19:30,CON LG,Panathinaikos GRE,1:1,Slavia Prag CZE,UEFA Europa Conference League
11.08. 19:30,CON LG,Panathinaikos,1:2,SK Slavia Prag+1,UEFA Europa Conference League
11.08. 19:30,CON LG,R. Antwerpen BEL,2:0,Lilleström SK NOR,UEFA Europa Conference League
11.08. 19:30,CON LG,FCS Bukarest ROU,1:0,Dunajska Str. SVK,UEFA Europa Conference League
11.08. 19:30,CON LG,CS Uni Craiova ROU,3:0,Zorya Lugansk UKR,UEFA Europa Conference League
11.08. 19:45,CON LG,Basaksehir TUR,3:0,Breidablik ISL,UEFA Europa Conference League
11.08. 20:00,CON LG,RSC Anderlecht BEL,3:0,Paide Linnam. EST,UEFA Europa Conference League
11.08. 20:00,CON LG,Levski Sofia BUL,1:2,Hamrun Spartan MLT,UEFA Europa Conference League
11.08. 20:00,CON LG,Shk.Tetovo MKD,1:1,AIK Stockholm SWE,UEFA Europa Conference League
11.08. 20:00,CON LG,Sligo Rovers IRL,1:0,Viking FK NOR,UEFA Europa Conference League
11.08. 20:00,CON LG,Hibernians FC MLT,1:3,Rigas Fb.Sk LAT,UEFA Europa Conference League
11.08. 20:00,CON LG,KI Klaksvik FRO,2:1,FC Ballkani KOS,UEFA Europa Conference League
11.08. 20:00,CON LG,Aris Saloniki GRE,2:1,Macc. Tel Aviv ISR,UEFA Europa Conference League
11.08. 20:00,EL,F91 Dudelange LUX,2:2,Malmö FF SWE,UEFA Europa League
11.08. 20:30,EL,Slov. Bratisl. SVK,1:1,Olympiakos P. GRE,UEFA Europa League
11.08. 20:30,CON LG,SK Rapid Wien AUT,1:0,Neftchi Baku AZE,UEFA Europa Conference League
11.08. 20:30,CON LG,SK Rapid Wien,1:1,FK Neftchi Baku+1,UEFA Europa Conference League
11.08. 20:30,CON LG,Lech Posen POL,2:1,Vikingur Reykj ISL,UEFA Europa Conference League
11.08. 20:45,CON LG,St Patrick's IRL,0:2,ZSKA Sofia BUL,UEFA Europa Conference League
11.08. 21:00,CON LG,AZ Alkmaar NED,7:0,Dundee United SCO,UEFA Europa Conference League
11.08. 21:00,CON LG,YB Bern SUI,3:0,Kuopio PS FIN,UEFA Europa Conference League
11.08. 21:00,CON LG,Gil Vicente POR,4:0,FC Riga LAT,UEFA Europa Conference League
11.08. 21:00,CON LG,Kisvarda HUN,2:1,Molde FK NOR,UEFA Europa Conference League
11.08. 21:00,EL,FK Partizan SRB,2:2,AEK Larnaca CYP,UEFA Europa League
11.08. 21:00,ENG LC,West Bromwich,1:0,Sheffield United,England - EFL Cup
12.08. 00:15,COPA S,Internacional BRA,0:0,FBC Melgar PER,Copa Sudamericana
12.08. 02:30,COPA L,Estudiantes LP ARG,0:1,CA Paranaense BRA,Copa Libertadores
